# provenance: run=20260630T0538__10ep_3bb script=paper/figures/scripts/extract_htraj.py backbone=llama-3.2-11b-vision fault=hallucination__position_worst_user_direct baselines=['b0', 'b2'] n_episodes=10
series,ep,t,dist,r,h,r_min,r_max
B2 (modulated),5,30.4137,1.8819,1.8,0.0819,0.9,1.8
B2 (modulated),5,30.4339,1.8818,1.8,0.0818,0.9,1.8
B2 (modulated),5,30.4538,1.8809,1.8,0.0809,0.9,1.8
B2 (modulated),5,30.4733,1.8798,1.8,0.0798,0.9,1.8
B2 (modulated),5,30.4947,1.8775,1.8,0.0775,0.9,1.8
B2 (modulated),5,30.5141,1.8755,1.8,0.0755,0.9,1.8
B2 (modulated),5,30.5328,1.8719,1.8,0.0719,0.9,1.8
B2 (modulated),5,30.5525,1.869,1.8,0.069,0.9,1.8
B2 (modulated),5,30.573,1.8641,1.8,0.0641,0.9,1.8
B2 (modulated),5,30.5935,1.8604,1.8,0.0604,0.9,1.8
B2 (modulated),5,30.6136,1.8544,1.8,0.0544,0.9,1.8
B2 (modulated),5,30.6337,1.8501,1.8,0.0501,0.9,1.8
B2 (modulated),5,30.6526,1.8432,1.8,0.0432,0.9,1.8
B2 (modulated),5,30.6737,1.8383,1.8,0.0383,0.9,1.8
B2 (modulated),5,30.6941,1.8307,1.8,0.0307,0.9,1.8
B2 (modulated),5,30.7136,1.8255,1.8,0.0255,0.9,1.8
B2 (modulated),5,30.7334,1.8175,1.8,0.0175,0.9,1.8
B2 (modulated),5,30.7536,1.8122,1.8,0.0122,0.9,1.8
B2 (modulated),5,30.7737,1.8041,1.8,0.0041,0.9,1.8
B2 (modulated),5,30.7931,1.7988,1.8,-0.0012,0.9,1.8
B2 (modulated),5,30.8124,1.791,1.8,-0.009,0.9,1.8
B2 (modulated),5,30.8344,1.7858,1.8,-0.0142,0.9,1.8
B2 (modulated),5,30.854,1.7784,1.8,-0.0216,0.9,1.8
B2 (modulated),5,30.8727,1.7735,1.8,-0.0265,0.9,1.8
B2 (modulated),5,30.8925,1.7666,1.8,-0.0334,0.9,1.8
B2 (modulated),5,30.9134,1.7623,1.8,-0.0377,0.9,1.8
B2 (modulated),5,30.9336,1.7563,1.8,-0.0437,0.9,1.8
B2 (modulated),5,30.954,1.7527,1.8,-0.0473,0.9,1.8
B2 (modulated),5,30.9746,1.7478,1.8,-0.0522,0.9,1.8
B2 (modulated),5,30.993,1.7451,1.8,-0.0549,0.9,1.8
B2 (modulated),5,31.0136,1.7415,1.8,-0.0585,0.9,1.8
B2 (modulated),5,31.0336,1.7397,1.8,-0.0603,0.9,1.8
B2 (modulated),5,31.0533,1.7375,1.8,-0.0625,0.9,1.8
B2 (modulated),5,31.0732,1.7366,1.8,-0.0634,0.9,1.8
B2 (modulated),5,31.0935,1.7359,1.8,-0.0641,0.9,1.8
B2 (modulated),5,31.1139,1.7359,1.8,-0.0641,0.9,1.8
B2 (modulated),5,31.1328,1.7366,1.8,-0.0634,0.9,1.8
B2 (modulated),5,31.1528,1.7376,1.8,-0.0624,0.9,1.8
B2 (modulated),5,31.1727,1.7397,1.8,-0.0603,0.9,1.8
B2 (modulated),5,31.1936,1.7417,1.8,-0.0583,0.9,1.8
B2 (modulated),5,31.2134,1.7451,1.8,-0.0549,0.9,1.8
B2 (modulated),5,31.2338,1.7478,1.8,-0.0522,0.9,1.8
B2 (modulated),5,31.2531,1.7525,1.8,-0.0475,0.9,1.8
B2 (modulated),5,31.2738,1.7559,1.8,-0.0441,0.9,1.8
B2 (modulated),5,31.2936,1.7615,1.8,-0.0385,0.9,1.8
B2 (modulated),5,31.3162,1.7654,1.8,-0.0346,0.9,1.8
B2 (modulated),5,31.3336,1.7718,1.8,-0.0282,0.9,1.8
B2 (modulated),5,31.3539,1.7761,1.8,-0.0239,0.9,1.8
B2 (modulated),5,31.3741,1.7829,1.8,-0.0171,0.9,1.8
B2 (modulated),5,31.3938,1.7875,1.8,-0.0125,0.9,1.8
B2 (modulated),5,31.4132,1.7945,1.8,-0.0055,0.9,1.8
B2 (modulated),5,31.4333,1.7992,1.8,-0.0008,0.9,1.8
B2 (modulated),5,31.4524,1.8062,1.8,0.0062,0.9,1.8
B2 (modulated),5,31.4734,1.8108,1.8,0.0108,0.9,1.8
B2 (modulated),5,31.493,1.8175,1.8,0.0175,0.9,1.8
B2 (modulated),5,31.514,1.8219,1.8,0.0219,0.9,1.8
B2 (modulated),5,31.5343,1.8282,1.8,0.0282,0.9,1.8
B2 (modulated),5,31.5537,1.8321,1.8,0.0321,0.9,1.8
B2 (modulated),5,31.5737,1.8377,1.8,0.0377,0.9,1.8
B2 (modulated),5,31.5933,1.8411,1.8,0.0411,0.9,1.8
B2 (modulated),5,31.6131,1.8457,1.8,0.0457,0.9,1.8
B2 (modulated),5,31.6331,1.8484,1.8,0.0484,0.9,1.8
B2 (modulated),5,31.6534,1.852,1.8,0.052,0.9,1.8
B2 (modulated),5,31.673,1.854,1.8,0.054,0.9,1.8
B2 (modulated),5,31.6935,1.8564,1.8,0.0564,0.9,1.8
B2 (modulated),5,31.7139,1.8576,1.8,0.0576,0.9,1.8
B2 (modulated),5,31.733,1.8588,1.8,0.0588,0.9,1.8
B2 (modulated),5,31.7534,1.8591,1.8,0.0591,0.9,1.8
B2 (modulated),5,31.7742,1.8589,1.8,0.0589,0.9,1.8
B2 (modulated),5,31.7945,1.8583,1.8,0.0583,0.9,1.8
B2 (modulated),5,31.8132,1.8569,1.8,0.0569,0.9,1.8
B2 (modulated),5,31.833,1.8555,1.8,0.0555,0.9,1.8
B2 (modulated),5,31.8535,1.8528,1.8,0.0528,0.9,1.8
B2 (modulated),5,31.8731,1.8507,1.8,0.0507,0.9,1.8
B2 (modulated),5,31.8941,1.8468,1.8,0.0468,0.9,1.8
B2 (modulated),5,31.9134,1.8439,1.8,0.0439,0.9,1.8
B2 (modulated),5,31.9338,1.8391,1.8,0.0391,0.9,1.8
B2 (modulated),5,31.9539,1.8357,1.8,0.0357,0.9,1.8
B2 (modulated),5,31.9738,1.8302,1.8,0.0302,0.9,1.8
B2 (modulated),5,31.9937,1.8263,1.8,0.0263,0.9,1.8
B2 (modulated),5,32.0132,1.8202,1.8,0.0202,0.9,1.8
B2 (modulated),5,32.0328,1.8161,1.8,0.0161,0.9,1.8
B2 (modulated),5,32.0538,1.8096,1.8,0.0096,0.9,1.8
B2 (modulated),5,32.0744,1.8053,1.8,0.0053,0.9,1.8
B2 (modulated),5,32.0937,1.7988,1.8,-0.0012,0.9,1.8
B2 (modulated),5,32.1138,1.7944,1.8,-0.0056,0.9,1.8
B2 (modulated),5,32.1336,1.7881,1.8,-0.0119,0.9,1.8
B2 (modulated),5,32.1538,1.7839,1.8,-0.0161,0.9,1.8
B2 (modulated),5,32.1738,1.7779,1.8,-0.0221,0.9,1.8
B2 (modulated),5,32.1936,1.7741,1.8,-0.0259,0.9,1.8
B2 (modulated),5,32.2134,1.7687,1.8,-0.0313,0.9,1.8
B2 (modulated),5,32.2337,1.7638,1.8,-0.0362,0.9,1.8
B2 (modulated),5,32.2539,1.7607,1.8,-0.0393,0.9,1.8
B2 (modulated),5,32.2735,1.7579,1.8,-0.0421,0.9,1.8
B2 (modulated),5,32.2938,1.7542,1.8,-0.0458,0.9,1.8
B2 (modulated),5,32.3137,1.752,1.8,-0.048,0.9,1.8
B2 (modulated),5,32.3335,1.7493,1.8,-0.0507,0.9,1.8
B2 (modulated),5,32.3525,1.748,1.8,-0.052,0.9,1.8
B2 (modulated),5,32.3748,1.7465,1.8,-0.0535,0.9,1.8
B2 (modulated),5,32.3935,1.7459,1.8,-0.0541,0.9,1.8
B2 (modulated),5,32.4128,1.7457,1.8,-0.0543,0.9,1.8
B2 (modulated),5,32.4338,1.746,1.8,-0.054,0.9,1.8
B2 (modulated),5,32.4541,1.747,1.8,-0.053,0.9,1.8
B2 (modulated),5,32.4733,1.7481,1.8,-0.0519,0.9,1.8
B2 (modulated),5,32.4926,1.7503,1.8,-0.0497,0.9,1.8
B2 (modulated),5,32.5128,1.7522,1.8,-0.0478,0.9,1.8
B2 (modulated),5,32.5333,1.7555,1.8,-0.0445,0.9,1.8
B2 (modulated),5,32.5537,1.7581,1.8,-0.0419,0.9,1.8
B2 (modulated),5,32.5735,1.7623,1.8,-0.0377,0.9,1.8
B2 (modulated),5,32.5941,1.7654,1.8,-0.0346,0.9,1.8
B2 (modulated),5,32.6131,1.7703,1.8,-0.0297,0.9,1.8
B2 (modulated),5,32.6346,1.7738,1.8,-0.0262,0.9,1.8
B2 (modulated),5,32.6533,1.7793,1.8,-0.0207,0.9,1.8
B2 (modulated),5,32.6738,1.7831,1.8,-0.0169,0.9,1.8
B2 (modulated),5,32.6931,1.7889,1.8,-0.0111,0.9,1.8
B2 (modulated),5,32.7133,1.7929,1.8,-0.0071,0.9,1.8
B2 (modulated),5,32.7339,1.7989,1.8,-0.0011,0.9,1.8
B2 (modulated),5,32.7534,1.8028,1.8,0.0028,0.9,1.8
B2 (modulated),5,32.7733,1.8087,1.8,0.0087,0.9,1.8
B2 (modulated),5,32.7955,1.8126,1.8,0.0126,0.9,1.8
B2 (modulated),5,32.8145,1.8181,1.8,0.0181,0.9,1.8
B2 (modulated),5,32.8336,1.8217,1.8,0.0217,0.9,1.8
B2 (modulated),5,32.8538,1.8267,1.8,0.0267,0.9,1.8
B2 (modulated),5,32.8738,1.8299,1.8,0.0299,0.9,1.8
B2 (modulated),5,32.8938,1.8344,1.8,0.0344,0.9,1.8
B2 (modulated),5,32.9132,1.8372,1.8,0.0372,0.9,1.8
B2 (modulated),5,32.933,1.8409,1.8,0.0409,0.9,1.8
B2 (modulated),5,32.9535,1.8431,1.8,0.0431,0.9,1.8
B2 (modulated),5,32.9729,1.8459,1.8,0.0459,0.9,1.8
B2 (modulated),5,32.9947,1.8474,1.8,0.0474,0.9,1.8
B2 (modulated),5,33.0151,1.8491,1.8,0.0491,0.9,1.8
B2 (modulated),5,33.0337,1.85,1.8,0.05,0.9,1.8
B2 (modulated),5,33.0534,1.8507,1.8,0.0507,0.9,1.8
B2 (modulated),5,33.0737,1.8508,1.8,0.0508,0.9,1.8
B2 (modulated),5,33.0936,1.8505,1.8,0.0505,0.9,1.8
B2 (modulated),5,33.1136,1.85,1.8,0.05,0.9,1.8
B2 (modulated),5,33.1343,1.8488,1.8,0.0488,0.9,1.8
B2 (modulated),5,33.153,1.8477,1.8,0.0477,0.9,1.8
B2 (modulated),5,33.1737,1.8455,1.8,0.0455,0.9,1.8
B2 (modulated),5,33.1931,1.8438,1.8,0.0438,0.9,1.8
B2 (modulated),5,33.2133,1.8407,1.8,0.0407,0.9,1.8
B2 (modulated),5,33.2341,1.8385,1.8,0.0385,0.9,1.8
B2 (modulated),5,33.254,1.8348,1.8,0.0348,0.9,1.8
B2 (modulated),5,33.274,1.8321,1.8,0.0321,0.9,1.8
B2 (modulated),5,33.2933,1.8278,1.8,0.0278,0.9,1.8
B2 (modulated),5,33.314,1.8248,1.8,0.0248,0.9,1.8
B2 (modulated),5,33.3333,1.8201,1.8,0.0201,0.9,1.8
B2 (modulated),5,33.354,1.817,1.8,0.017,0.9,1.8
B2 (modulated),5,33.3736,1.8121,1.8,0.0121,0.9,1.8
B2 (modulated),5,33.3928,1.8088,1.8,0.0088,0.9,1.8
B2 (modulated),5,33.4135,1.8039,1.8,0.0039,0.9,1.8
B2 (modulated),5,33.4337,1.8006,1.8,0.0006,0.9,1.8
B2 (modulated),5,33.4539,1.7958,1.8,-0.0042,0.9,1.8
B2 (modulated),5,33.4735,1.7926,1.8,-0.0074,0.9,1.8
B2 (modulated),5,33.4928,1.7876,1.8,-0.0124,0.9,1.8
B2 (modulated),5,33.5137,1.7839,1.8,-0.0161,0.9,1.8
B2 (modulated),5,33.5334,1.7779,1.8,-0.0221,0.9,1.8
B2 (modulated),5,33.5535,1.7738,1.8,-0.0262,0.9,1.8
B2 (modulated),5,33.5733,1.7681,1.8,-0.0319,0.9,1.8
B2 (modulated),5,33.5932,1.7647,1.8,-0.0353,0.9,1.8
B2 (modulated),5,33.6135,1.76,1.8,-0.04,0.9,1.8
B2 (modulated),5,33.6338,1.7573,1.8,-0.0427,0.9,1.8
B2 (modulated),5,33.6547,1.7538,1.8,-0.0462,0.9,1.8
B2 (modulated),5,33.6729,1.7519,1.8,-0.0481,0.9,1.8
B2 (modulated),5,33.6936,1.7496,1.8,-0.0504,0.9,1.8
B2 (modulated),5,33.7133,1.7486,1.8,-0.0514,0.9,1.8
B2 (modulated),5,33.734,1.7477,1.8,-0.0523,0.9,1.8
B2 (modulated),5,33.7534,1.7475,1.8,-0.0525,0.9,1.8
B2 (modulated),5,33.7737,1.7479,1.8,-0.0521,0.9,1.8
B2 (modulated),5,33.7935,1.7486,1.8,-0.0514,0.9,1.8
B2 (modulated),5,33.8135,1.7502,1.8,-0.0498,0.9,1.8
B2 (modulated),5,33.8329,1.7516,1.8,-0.0484,0.9,1.8
B2 (modulated),5,33.8537,1.7543,1.8,-0.0457,0.9,1.8
B2 (modulated),5,33.8741,1.7564,1.8,-0.0436,0.9,1.8
B2 (modulated),5,33.8937,1.76,1.8,-0.04,0.9,1.8
B2 (modulated),5,33.9135,1.7627,1.8,-0.0373,0.9,1.8
B2 (modulated),5,33.9341,1.7671,1.8,-0.0329,0.9,1.8
B2 (modulated),5,33.9531,1.7702,1.8,-0.0298,0.9,1.8
B2 (modulated),5,33.9736,1.7752,1.8,-0.0248,0.9,1.8
B2 (modulated),5,33.9931,1.7787,1.8,-0.0213,0.9,1.8
B2 (modulated),5,34.0143,1.7841,1.8,-0.0159,0.9,1.8
B2 (modulated),5,34.034,1.7878,1.8,-0.0122,0.9,1.8
B2 (modulated),5,34.0527,1.7934,1.8,-0.0066,0.9,1.8
B2 (modulated),5,34.0725,1.7972,1.8,-0.0028,0.9,1.8
B2 (modulated),5,34.0933,1.8028,1.8,0.0028,0.9,1.8
B2 (modulated),5,34.1133,1.8065,1.8,0.0065,0.9,1.8
B2 (modulated),5,34.1336,1.8119,1.8,0.0119,0.9,1.8
B2 (modulated),5,34.153,1.8151,1.8,0.0151,0.9,1.8
B2 (modulated),5,34.1735,1.8189,1.8,0.0189,0.9,1.8
B2 (modulated),5,34.1936,1.8206,1.8,0.0206,0.9,1.8
B2 (modulated),5,34.2125,1.8221,1.8,0.0221,0.9,1.8
B2 (modulated),5,34.2326,1.8222,1.8,0.0222,0.9,1.8
B2 (modulated),5,34.2534,1.8214,1.8,0.0214,0.9,1.8
B2 (modulated),5,34.2732,1.8201,1.8,0.0201,0.9,1.8
B2 (modulated),5,34.2929,1.8177,1.8,0.0177,0.9,1.8
B2 (modulated),5,34.3141,1.8161,1.8,0.0161,0.9,1.8
B2 (modulated),5,34.334,1.8136,1.8,0.0136,0.9,1.8
B2 (modulated),5,34.3539,1.8121,1.8,0.0121,0.9,1.8
B2 (modulated),5,34.3731,1.8098,1.8,0.0098,0.9,1.8
B2 (modulated),5,34.3932,1.8083,1.8,0.0083,0.9,1.8
B2 (modulated),5,34.4135,1.8062,1.8,0.0062,0.9,1.8
B2 (modulated),5,34.4335,1.8049,1.8,0.0049,0.9,1.8
B2 (modulated),5,34.4535,1.8029,1.8,0.0029,0.9,1.8
B2 (modulated),5,34.4734,1.8016,1.8,0.0016,0.9,1.8
B2 (modulated),5,34.4942,1.7996,1.8,-0.0004,0.9,1.8
B2 (modulated),5,34.5135,1.7982,1.8,-0.0018,0.9,1.8
B2 (modulated),5,34.5339,1.7961,1.8,-0.0039,0.9,1.8
B2 (modulated),5,34.5541,1.7947,1.8,-0.0053,0.9,1.8
B2 (modulated),5,34.5738,1.7925,1.8,-0.0075,0.9,1.8
B2 (modulated),5,34.5947,1.791,1.8,-0.009,0.9,1.8
B2 (modulated),5,34.6125,1.7888,1.8,-0.0112,0.9,1.8
B2 (modulated),5,34.6334,1.7873,1.8,-0.0127,0.9,1.8
B2 (modulated),5,34.6542,1.7851,1.8,-0.0149,0.9,1.8
B2 (modulated),5,34.6743,1.7837,1.8,-0.0163,0.9,1.8
B2 (modulated),5,34.6936,1.7816,1.8,-0.0184,0.9,1.8
B2 (modulated),5,34.7135,1.7803,1.8,-0.0197,0.9,1.8
B2 (modulated),5,34.7335,1.7784,1.8,-0.0216,0.9,1.8
B2 (modulated),5,34.7536,1.7773,1.8,-0.0227,0.9,1.8
B2 (modulated),5,34.7735,1.7758,1.8,-0.0242,0.9,1.8
B2 (modulated),5,34.7938,1.7749,1.8,-0.0251,0.9,1.8
B2 (modulated),5,34.8137,1.7739,1.8,-0.0261,0.9,1.8
B2 (modulated),5,34.834,1.7734,1.8,-0.0266,0.9,1.8
B2 (modulated),5,34.8528,1.7728,1.8,-0.0272,0.9,1.8
B2 (modulated),5,34.8734,1.7726,1.8,-0.0274,0.9,1.8
B2 (modulated),5,34.8926,1.7726,1.8,-0.0274,0.9,1.8
B2 (modulated),5,34.9129,1.7728,1.8,-0.0272,0.9,1.8
B2 (modulated),5,34.9343,1.7733,1.8,-0.0267,0.9,1.8
B2 (modulated),5,34.9538,1.7738,1.8,-0.0262,0.9,1.8
B2 (modulated),5,34.9731,1.7749,1.8,-0.0251,0.9,1.8
B2 (modulated),5,34.993,1.7757,1.8,-0.0243,0.9,1.8
B2 (modulated),5,35.0132,1.7773,1.8,-0.0227,0.9,1.8
B2 (modulated),5,35.034,1.7784,1.8,-0.0216,0.9,1.8
B2 (modulated),5,35.0529,1.7805,1.8,-0.0195,0.9,1.8
B2 (modulated),5,35.0741,1.7819,1.8,-0.0181,0.9,1.8
B2 (modulated),5,35.0937,1.7843,1.8,-0.0157,0.9,1.8
B2 (modulated),5,35.1131,1.7861,1.8,-0.0139,0.9,1.8
B2 (modulated),5,35.1336,1.7888,1.8,-0.0112,0.9,1.8
B2 (modulated),5,35.1527,1.7908,1.8,-0.0092,0.9,1.8
B2 (modulated),5,35.1743,1.7938,1.8,-0.0062,0.9,1.8
B2 (modulated),5,35.1927,1.7959,1.8,-0.0041,0.9,1.8
B2 (modulated),5,35.2126,1.7992,1.8,-0.0008,0.9,1.8
B2 (modulated),5,35.2336,1.8014,1.8,0.0014,0.9,1.8
B2 (modulated),5,35.2533,1.8046,1.8,0.0046,0.9,1.8
B2 (modulated),5,35.2734,1.8068,1.8,0.0068,0.9,1.8
B2 (modulated),5,35.2936,1.8096,1.8,0.0096,0.9,1.8
B2 (modulated),5,35.3132,1.811,1.8,0.011,0.9,1.8
B2 (modulated),5,35.3357,1.8121,1.8,0.0121,0.9,1.8
B2 (modulated),5,35.3543,1.8125,1.8,0.0125,0.9,1.8
B2 (modulated),5,35.3739,1.8129,1.8,0.0129,0.9,1.8
B2 (modulated),5,35.3927,1.8131,1.8,0.0131,0.9,1.8
B2 (modulated),5,35.4138,1.8133,1.8,0.0133,0.9,1.8
B2 (modulated),5,35.4337,1.8134,1.8,0.0134,0.9,1.8
B2 (modulated),5,35.454,1.8134,1.8,0.0134,0.9,1.8
B2 (modulated),5,35.4736,1.8133,1.8,0.0133,0.9,1.8
B2 (modulated),5,35.4943,1.8132,1.8,0.0132,0.9,1.8
B2 (modulated),5,35.5128,1.813,1.8,0.013,0.9,1.8
B2 (modulated),5,35.5342,1.8126,1.8,0.0126,0.9,1.8
B2 (modulated),5,35.5536,1.8123,1.8,0.0123,0.9,1.8
B2 (modulated),5,35.5734,1.8117,1.8,0.0117,0.9,1.8
B2 (modulated),5,35.5952,1.8111,1.8,0.0111,0.9,1.8
B2 (modulated),5,35.6136,1.8102,1.8,0.0102,0.9,1.8
B2 (modulated),5,35.6342,1.8091,1.8,0.0091,0.9,1.8
B2 (modulated),5,35.6528,1.8082,1.8,0.0082,0.9,1.8
B2 (modulated),5,35.6732,1.8073,1.8,0.0073,0.9,1.8
B2 (modulated),5,35.6946,1.8057,1.8,0.0057,0.9,1.8
B2 (modulated),5,35.7131,1.804,1.8,0.004,0.9,1.8
B2 (modulated),5,35.7336,1.8028,1.8,0.0028,0.9,1.8
B2 (modulated),5,35.7536,1.8016,1.8,0.0016,0.9,1.8
B2 (modulated),5,35.7736,1.7997,1.8,-0.0003,0.9,1.8
B2 (modulated),5,35.7931,1.7984,1.8,-0.0016,0.9,1.8
B2 (modulated),5,35.813,1.7963,1.8,-0.0037,0.9,1.8
B2 (modulated),5,35.833,1.7949,1.8,-0.0051,0.9,1.8
B2 (modulated),5,35.8537,1.7928,1.8,-0.0072,0.9,1.8
B2 (modulated),5,35.8739,1.7901,1.8,-0.0099,0.9,1.8
B2 (modulated),5,35.8945,1.7879,1.8,-0.0121,0.9,1.8
B2 (modulated),5,35.9135,1.7852,1.8,-0.0148,0.9,1.8
B2 (modulated),5,35.934,1.7809,1.8,-0.0191,0.9,1.8
B2 (modulated),5,35.9538,1.7768,1.8,-0.0232,0.9,1.8
B2 (modulated),5,35.9739,1.7742,1.8,-0.0258,0.9,1.8
B2 (modulated),5,35.9933,1.7707,1.8,-0.0293,0.9,1.8
B2 (modulated),5,36.0135,1.7687,1.8,-0.0313,0.9,1.8
B2 (modulated),5,36.0346,1.766,1.8,-0.034,0.9,1.8
B2 (modulated),5,36.0543,1.7644,1.8,-0.0356,0.9,1.8
B2 (modulated),5,36.0735,1.7632,1.8,-0.0368,0.9,1.8
B2 (modulated),5,36.093,1.7617,1.8,-0.0383,0.9,1.8
B2 (modulated),5,36.1134,1.7611,1.8,-0.0389,0.9,1.8
B2 (modulated),5,36.1336,1.7607,1.8,-0.0393,0.9,1.8
B2 (modulated),5,36.1538,1.7607,1.8,-0.0393,0.9,1.8
B2 (modulated),5,36.1737,1.7612,1.8,-0.0388,0.9,1.8
B2 (modulated),5,36.1945,1.7621,1.8,-0.0379,0.9,1.8
B2 (modulated),5,36.2141,1.763,1.8,-0.037,0.9,1.8
B2 (modulated),5,36.2346,1.7647,1.8,-0.0353,0.9,1.8
B2 (modulated),5,36.2543,1.7661,1.8,-0.0339,0.9,1.8
B2 (modulated),5,36.2751,1.7677,1.8,-0.0323,0.9,1.8
B2 (modulated),5,36.2942,1.7702,1.8,-0.0298,0.9,1.8
B2 (modulated),5,36.3132,1.7721,1.8,-0.0279,0.9,1.8
B2 (modulated),5,36.3332,1.7752,1.8,-0.0248,0.9,1.8
B2 (modulated),5,36.3542,1.7774,1.8,-0.0226,0.9,1.8
B2 (modulated),5,36.3731,1.7808,1.8,-0.0192,0.9,1.8
B2 (modulated),5,36.3932,1.7833,1.8,-0.0167,0.9,1.8
B2 (modulated),5,36.413,1.787,1.8,-0.013,0.9,1.8
B2 (modulated),5,36.4341,1.7896,1.8,-0.0104,0.9,1.8
B2 (modulated),5,36.4527,1.7935,1.8,-0.0065,0.9,1.8
B2 (modulated),5,36.473,1.7961,1.8,-0.0039,0.9,1.8
B2 (modulated),5,36.4938,1.8,1.8,0.0,0.9,1.8
B2 (modulated),5,36.5135,1.8026,1.8,0.0026,0.9,1.8
B2 (modulated),5,36.5333,1.8064,1.8,0.0064,0.9,1.8
B2 (modulated),5,36.5533,1.8089,1.8,0.0089,0.9,1.8
B2 (modulated),5,36.5733,1.8122,1.8,0.0122,0.9,1.8
B2 (modulated),5,36.5938,1.8138,1.8,0.0138,0.9,1.8
B2 (modulated),5,36.6139,1.8151,1.8,0.0151,0.9,1.8
B2 (modulated),5,36.6339,1.8152,1.8,0.0152,0.9,1.8
B2 (modulated),5,36.653,1.8145,1.8,0.0145,0.9,1.8
B2 (modulated),5,36.6725,1.8136,1.8,0.0136,0.9,1.8
B2 (modulated),5,36.6946,1.8122,1.8,0.0122,0.9,1.8
B2 (modulated),5,36.7135,1.8112,1.8,0.0112,0.9,1.8
B2 (modulated),5,36.7342,1.8097,1.8,0.0097,0.9,1.8
B2 (modulated),5,36.7548,1.8087,1.8,0.0087,0.9,1.8
B2 (modulated),5,36.7735,1.8071,1.8,0.0071,0.9,1.8
B2 (modulated),5,36.7938,1.8061,1.8,0.0061,0.9,1.8
B2 (modulated),5,36.8127,1.8046,1.8,0.0046,0.9,1.8
B2 (modulated),5,36.834,1.8036,1.8,0.0036,0.9,1.8
B2 (modulated),5,36.8534,1.8021,1.8,0.0021,0.9,1.8
B2 (modulated),5,36.8733,1.801,1.8,0.001,0.9,1.8
B2 (modulated),5,36.8937,1.7994,1.8,-0.0006,0.9,1.8
B2 (modulated),5,36.9132,1.7984,1.8,-0.0016,0.9,1.8
B2 (modulated),5,36.9334,1.7967,1.8,-0.0033,0.9,1.8
B2 (modulated),5,36.9527,1.7955,1.8,-0.0045,0.9,1.8
B2 (modulated),5,36.9738,1.7937,1.8,-0.0063,0.9,1.8
B2 (modulated),5,36.9938,1.7925,1.8,-0.0075,0.9,1.8
B2 (modulated),5,37.0137,1.7906,1.8,-0.0094,0.9,1.8
B2 (modulated),5,37.0337,1.7894,1.8,-0.0106,0.9,1.8
B2 (modulated),5,37.0533,1.7876,1.8,-0.0124,0.9,1.8
B2 (modulated),5,37.0728,1.7864,1.8,-0.0136,0.9,1.8
B2 (modulated),5,37.0936,1.7848,1.8,-0.0152,0.9,1.8
B2 (modulated),5,37.1132,1.7837,1.8,-0.0163,0.9,1.8
B2 (modulated),5,37.1341,1.7822,1.8,-0.0178,0.9,1.8
B2 (modulated),5,37.1534,1.7813,1.8,-0.0187,0.9,1.8
B2 (modulated),5,37.1746,1.78,1.8,-0.02,0.9,1.8
B2 (modulated),5,37.194,1.7792,1.8,-0.0208,0.9,1.8
B2 (modulated),5,37.2134,1.7782,1.8,-0.0218,0.9,1.8
B2 (modulated),5,37.233,1.7776,1.8,-0.0224,0.9,1.8
B2 (modulated),5,37.2539,1.777,1.8,-0.023,0.9,1.8
B2 (modulated),5,37.2735,1.7767,1.8,-0.0233,0.9,1.8
B2 (modulated),5,37.2938,1.7765,1.8,-0.0235,0.9,1.8
B2 (modulated),5,37.3135,1.7765,1.8,-0.0235,0.9,1.8
B2 (modulated),5,37.3323,1.7769,1.8,-0.0231,0.9,1.8
B2 (modulated),5,37.354,1.7773,1.8,-0.0227,0.9,1.8
B2 (modulated),5,37.3732,1.7782,1.8,-0.0218,0.9,1.8
B2 (modulated),5,37.3941,1.7789,1.8,-0.0211,0.9,1.8
B2 (modulated),5,37.4138,1.7803,1.8,-0.0197,0.9,1.8
B2 (modulated),5,37.4324,1.7813,1.8,-0.0187,0.9,1.8
B2 (modulated),5,37.4534,1.7831,1.8,-0.0169,0.9,1.8
B2 (modulated),5,37.4741,1.7845,1.8,-0.0155,0.9,1.8
B2 (modulated),5,37.4935,1.7867,1.8,-0.0133,0.9,1.8
B2 (modulated),5,37.5137,1.7882,1.8,-0.0118,0.9,1.8
B2 (modulated),5,37.5334,1.7907,1.8,-0.0093,0.9,1.8
B2 (modulated),5,37.5538,1.7925,1.8,-0.0075,0.9,1.8
B2 (modulated),5,37.5734,1.7951,1.8,-0.0049,0.9,1.8
B2 (modulated),5,37.5949,1.7969,1.8,-0.0031,0.9,1.8
B2 (modulated),5,37.6135,1.7997,1.8,-0.0003,0.9,1.8
B2 (modulated),5,37.6335,1.8015,1.8,0.0015,0.9,1.8
B2 (modulated),5,37.6542,1.8042,1.8,0.0042,0.9,1.8
B2 (modulated),5,37.6736,1.8056,1.8,0.0056,0.9,1.8
B2 (modulated),5,37.6938,1.807,1.8,0.007,0.9,1.8
B2 (modulated),5,37.7136,1.8073,1.8,0.0073,0.9,1.8
B2 (modulated),5,37.7338,1.8066,1.8,0.0066,0.9,1.8
B2 (modulated),5,37.7542,1.8055,1.8,0.0055,0.9,1.8
B2 (modulated),5,37.7731,1.803,1.8,0.003,0.9,1.8
B2 (modulated),5,37.7929,1.8007,1.8,0.0007,0.9,1.8
B2 (modulated),5,37.8137,1.7966,1.8,-0.0034,0.9,1.8
